budget,homepage,id,original_language,release_date,revenue,runtime,title,genre
100000,,23949,en,2001-01-26,490475,86,Tape,Sci-Fi
40000000,,9889,en,2001-11-01,141069860,114,Shallow Hal,Documentary
7000000,,13408,en,2001-11-16,10229331,93,The Wash,Thriller
125000000,http://harrypotter.warnerbros.com/harrypotterandthedeathlyhallows/mainsite/index.html,671,en,2001-11-16,976475550,152,Harry Potter and the Philosopher's Stone,Sci-Fi
6000000,http://www.novocaineonline.com/,20794,en,2001-11-23,2025238,95,Novocaine,Drama
24000000,,14369,en,2001-11-21,14782676,89,Out Cold,Sci-Fi
92000000,,1535,en,2001-11-18,143049560,126,Spy Game,Documentary
4500000,,1433,es,2001-04-20,6459020,106,The Devil's Backbone,Action
14000000,,16085,en,1968-09-19,52223306,149,Funny Girl,Action
2000000,,10656,fr,1985-04-10,390659,104,Subway,Drama
810000,,72277,en,1977-01-01,1258000,106,The Last Wave,Thriller
6500000,,11033,en,1980-06-25,31899000,105,Dressed to Kill,Horror
35000000,,3604,en,1980-09-01,27107960,111,Flash Gordon,Documentary
9000000,,10649,en,1976-12-20,46236000,96,The Enforcer,Adventure
5500000,,17689,en,1977-12-21,26414658,109,The Gauntlet,Documentary
5000000,,14854,en,1983-04-14,12232628,107,Lone Wolf McQuade,Drama
22000000,,10650,en,1983-12-07,67642693,117,Sudden Impact,Comedy
40000000,,8007,en,2001-11-17,91753202,106,Behind Enemy Lines,Comedy
85000000,http://www.warnerbros.co.uk/movies/oceans-eleven,161,en,2001-12-07,450717150,116,Ocean's Eleven,Action
10000000,http://www.die-fabelhafte-welt-der-amelie.de,194,fr,2001-04-25,173921954,122,Amélie,Horror
16000000,,11397,en,2001-12-07,66468332,89,Not Another Teen Movie,Comedy
68000000,,1903,en,2001-12-10,203388341,136,Vanilla Sky,Thriller
21000000,,9428,en,2001-10-05,71441250,110,The Royal Tenenbaums,Action
25000000,,24264,en,1984-08-17,5778353,117,Sheena,Drama
4500000,,27150,en,1982-04-02,10500000,103,Silent Rage,Comedy
15000000,,26978,en,1983-05-20,16500000,90,Spacehunter: Adventures in the Forbidden Zone,Thriller
12000000,http://www.howhighmovie.com/,8386,en,2001-12-21,31155435,93,How High,Drama
25000000,,12589,en,2001-12-21,80936232,83,Jimmy Neutron: Boy Genius,Sci-Fi
93000000,http://www.lordoftherings.net/,120,en,2001-12-18,871368364,178,The Lord of the Rings: The Fellowship of the Ring,Adventure
72000000,,11086,en,2001-12-21,37317558,152,The Majestic,Comedy
60000000,http://www.abeautifulmind.com/,453,en,2001-12-11,313542341,135,A Beautiful Mind,Comedy
3000000,,37257,en,1957-12-17,9000000,116,Witness for the Prosecution,Documentary
107000000,,8489,en,2001-12-11,87713825,157,Ali,Comedy
92000000,,855,en,2001-12-28,172989651,144,Black Hawk Down,Horror
12000000,,10269,en,1983-11-18,30400000,132,Yentl,Documentary
19800000,,5279,en,2001-11-07,87754044,137,Gosford Park,Thriller
22000000,,10950,en,2001-12-28,92542418,132,I Am Sam,Comedy
4000000,,1365,en,2001-11-11,44909486,111,Monster's Ball,Drama
15000000,,24206,en,1996-06-26,76382,93,Silent Trigger,Drama
29000000,http://www.brotherhoodofthewolf.com/,6312,fr,2001-01-31,70752904,137,Brotherhood of the Wolf,Adventure
38000000,,11595,en,1990-06-08,153518974,95,Another 48 Hrs.,Comedy
18000000,,848,en,1981-06-26,14110013,108,Dragonslayer,Sci-Fi
18000000,,9610,en,1984-06-29,100000000,103,Conan the Destroyer,Horror
1200000,,15035,en,1983-03-25,760883,81,Fire and Ice,Thriller
5500000,http://www.crownintlpictures.com/dgtitles.html,33155,en,1980-06-06,4865000,95,Galaxina,Action
12000000,,150,en,1982-12-07,78868508,96,48 Hrs.,Action
15000000,,15050,en,1983-09-30,10219460,106,Brainstorm,Adventure
14000000,,10423,en,1993-05-07,63513743,120,Dragon: The Bruce Lee Story,Thriller
3500000,,651,en,1970-01-24,81600000,116,M*A*S*H,Action
6000000,,18647,en,1961-03-30,4300000,141,One-Eyed Jacks,Drama
35000000,,11362,en,2002-01-23,75395048,131,The Count of Monte Cristo,Horror
32000000,,2637,en,2002-01-25,55157539,119,The Mothman Prophecies,Adventure
11000000,http://www2.warnerbros.com/walktoremember/main.html,10229,en,2002-01-25,41227069,101,A Walk to Remember,Comedy
344,http://www.americanadobo.com,50819,en,2001-09-29,4,104,American Adobo,Horror
14500000,,9606,ja,2001-05-26,95789342,108,Metropolis,Adventure
13000000,,31674,en,1989-02-10,22030000,109,Cousins,Comedy
14000000,,20009,en,2002-02-01,6413915,86,Slackers,Comedy
24000000,,47871,en,1981-08-21,939423,107,Honky Tonk Freeway,Drama
15000000,,11870,en,2002-02-08,52970014,88,Big Fat Liar,Documentary
85000000,http://www.wbshop.com/product/code/1000040993.do,9884,en,2002-02-06,78382433,108,Collateral Damage,Documentary
50000000,,11212,en,1994-07-01,16671505,99,Baby's Day Out,Horror
19000000,,69928,en,1983-12-18,11000000,110,The Man Who Loved Women,Action
12000000,,17130,en,2002-02-15,61141030,93,Crossroads,Horror
70000000,,10592,en,2002-02-15,32287044,125,Hart's War,Documentary
36000000,,8470,en,2002-02-15,102244770,116,John Q,Comedy
20000000,,16690,en,2002-02-14,109862682,72,Return to Never Land,Adventure
3000000,http://www.brokenlizard.com/,39939,en,2001-01-18,18492362,100,Super Troopers,Thriller
17000000,,9272,en,1993-09-24,44456478,87,The Good Son,Comedy
8000000,,14475,en,1980-07-11,11715321,113,Used Cars,Thriller
60000000,,10052,en,2002-02-22,52322400,104,Dragonfly,Horror
35000000,,11979,en,2002-02-10,45479110,101,Queen of the Damned,Sci-Fi
35000000,,23479,en,1976-04-07,35323292,102,The Bad News Bears,Sci-Fi
75000000,,10590,en,2002-03-01,114660784,138,We Were Soldiers,Documentary
45000000,,46717,en,1994-01-21,21355893,98,Intersection,Horror
23000000,,35614,en,1994-10-07,71368,76,A Troll in Central Park,Horror
1202007,,17058,en,1945-12-28,2948386,103,Scarlet Street,Horror
14000000,,13950,en,2002-03-08,25482931,95,All About the Benjamins,Adventure
80000000,http://timemachine.countingdown.com/,2135,en,2002-03-04,123729176,96,The Time Machine,Thriller
2000000,,15186,en,2002-08-02,2506446,96,Full Frontal,Action
44000000,,10935,en,1980-11-19,3484331,219,Heaven's Gate,Thriller
10000000,,14729,en,1980-05-12,15795189,99,The Long Riders,Drama
59000000,http://www.iceagemovies.com/films/ice-age,425,en,2002-03-10,383257136,81,Ice Age,Thriller
33000000,http://www.sonypictures.com/movies/residentevil/index.html,1576,en,2002-03-15,102984862,100,Resident Evil,Action
85000000,http://www.warnerbros.de/movies/showtime/,5851,en,2002-03-14,77741732,95,Showtime,Horror
1000000,,15647,en,2001-04-21,10013424,97,Kissing Jessica Stein,Horror
5000000,,1391,es,2001-06-08,33616692,106,Y Tu Mamá También,Thriller
7,,13006,en,1992-05-01,5,90,Split Second,Adventure
14000000,,10627,fr,1981-12-20,35856053,126,Taps,Documentary
54000000,http://www.warnerbros.com/blade-ii,36586,en,2002-03-22,155010032,117,Blade II,Adventure
26000000,,15028,en,2002-03-17,38793283,94,Clockstoppers,Thriller
48000000,http://www.sonypictures.com/movies/panicroom/,4547,en,2002-03-29,196397415,111,Panic Room,Adventure
20000000,,14635,en,2002-03-25,75597042,127,The Rookie,Comedy
3000000,,1791,fr,2001-05-14,9801375,131,The Piano Teacher,Thriller
42000000,,11560,en,2002-04-03,63781810,115,High Crimes,Horror
5000000,,11452,en,2002-03-29,38275483,92,National Lampoon’s Van Wilder,Documentary
250000,,548,ja,1950-12-26,96568,88,Rashomon,Documentary
45000000,,1537,en,2002-04-07,94935764,89,Changing Lanes,Sci-Fi
11000000,,12149,en,2001-11-17,13110448,100,Frailty,Comedy
43000000,http://www.sonypictures.com/movies/thesweetestthing/,11812,en,2002-04-12,68696770,84,The Sweetest Thing,Documentary
7000000,,35080,en,2001-08-03,3646994,114,The Cat's Meow,Thriller
6000000,http://www.humannaturemovie.com/,441,en,2001-05-18,705308,96,Human Nature,Drama
5000000,,8346,en,2002-02-22,368744044,95,My Big Fat Greek Wedding,Action
1000000,,31671,en,1975-05-21,16000000,96,Breakout,Comedy
50000000,,11892,en,2002-04-19,56714147,120,Murder by Numbers,Thriller
60000000,http://www.the-scorpion-king.com/,9334,en,2002-04-16,165333180,92,The Scorpion King,Adventure
11000000,,11470,en,2001-07-24,16951798,91,Jason X,Action
40000000,,16643,en,2002-04-26,16872671,103,Life or Something Like It,Sci-Fi
18000000,,11468,en,2002-01-01,676698,103,Salton Sea,Action
120000,,19085,en,2000-09-13,14904,87,Vulgar,Drama
18000000,,28117,en,1991-08-09,5546827,96,Delirious,Drama
106000,,46691,en,1970-07-15,19319254,107,Joe,Sci-Fi
9000000,,48482,en,1984-10-19,10364904,100,Thief of Hearts,Thriller
139000000,http://www.sonypictures.com/movies/spider-man/,557,en,2002-05-01,821708551,121,Spider-Man,Action
7500000,,32221,en,1991-09-10,6266621,112,Rambling Rose,Comedy
14000000,,12227,en,1991-01-18,34793160,107,White Fang,Action
50000000,,2251,en,2002-05-10,119137784,124,Unfaithful,Action
860000,,11240,en,1985-09-07,2451545,97,My Beautiful Laundrette,Thriller
27000000,http://movies.uip.de/aboutaboy/,245,en,2002-04-26,129000000,101,About a Boy,Action
120000000,http://www.starwars.com/films/star-wars-episode-ii-attack-of-the-clones,1894,en,2002-05-15,649398328,142,Star Wars: Episode II - Attack of the Clones,Drama
1500000,,4012,en,2001-01-19,416925,98,The Believer,Comedy
5,,15417,en,1978-12-19,85,110,Every Which Way But Loose,Comedy
38000000,http://www.sonypictures.com/movies/enough/,1957,en,2002-05-24,51801187,114,Enough,Adventure
46000000,,320,en,2002-05-24,113714830,118,Insomnia,Sci-Fi
80000000,,9023,en,2002-05-24,122563539,83,Spirit: Stallion of the Cimarron,Horror
68000000,http://www.paramount.com/movies/sum-all-fears,4614,en,2002-05-31,193000000,124,The Sum of All Fears,Thriller
25000000,,12277,en,2002-05-31,41604473,86,Undercover Brother,Documentary
10000000,,13153,en,1992-07-24,14356479,95,Rapid Fire,Documentary
70000000,,3132,en,2002-06-07,65977295,116,Bad Company,Action
1934000,http://atanarjuat.com/,13245,en,2002-02-01,3786801,172,Atanarjuat: The Fast Runner,Action
60000000,http://www.universalstudiosentertainment.com/the-bourne-identity/,2501,en,2002-06-14,214034224,119,The Bourne Identity,Thriller
84000000,,9637,en,2002-06-14,275650703,88,Scooby-Doo,Sci-Fi
115000000,,12100,en,2002-06-14,77628265,134,Windtalkers,Drama
5860000,,27945,en,1967-03-21,12000000,111,Hombre,Horror
18000000,,30194,en,1986-06-13,3900000,118,The Manhattan Project,Documentary
1600000,,13909,en,1949-10-22,5400000,103,She Wore a Yellow Ribbon,Horror
80000000,,11544,en,2002-06-21,145771527,85,Lilo & Stitch,Documentary
102000000,,180,en,2002-06-20,358372926,145,Minority Report,Horror
50000000,,2022,en,2002-06-28,171269535,96,Mr. Deeds,Horror
250000,,50035,en,2001-08-31,4186931,91,Lovely & Amazing,Action
140000000,http://www.sonypictures.com/homevideo/meninblackii/,608,en,2002-07-03,441818803,88,Men in Black II,Drama
10000000,,59387,en,2002-07-03,11411644,77,The Powerpuff Girls Movie,Action
60000000,,6278,en,2002-07-12,43061982,101,Reign of Fire,Sci-Fi
80000000,,4147,en,2002-07-12,181001478,117,Road to Perdition,Action
19000000,,49370,en,1985-06-07,12918858,115,Perfect,Horror
100000,,1842,en,1972-08-01,22000000,90,The Legend of Boggy Creek,Adventure
13000000,,11442,en,2002-07-01,37664855,94,Halloween: Resurrection,Adventure
100000000,,8665,en,2002-07-19,35168966,138,K-19: The Widowmaker,Adventure
120000000,,10996,en,2002-07-19,169956806,78,Stuart Little 2,Drama
63000000,http://www.austinpowers.com/,818,en,2002-07-26,296655431,94,Austin Powers in Goldmember,Thriller
40000,http://www.kidstaysinthepicture.com/,29047,en,2002-01-18,1434436,93,The Kid Stays in the Picture,Documentary
1900000,,45861,zh,2000-12-31,240093,102,Happy Times,Sci-Fi
150000,,39141,en,2002-11-01,2891288,78,Tadpole,Sci-Fi
9000000,,8764,en,1984-06-08,20458340,90,Top Secret!,Comedy
72000000,,2675,en,2002-08-02,408247917,106,Signs,Comedy
38000000,,9488,en,2002-08-07,119723358,100,Spy Kids 2: The Island of Lost Dreams,Sci-Fi
8000000,,9962,en,2002-01-12,16856124,93,The Good Girl,Horror
50000000,,9573,en,2002-08-04,26199517,110,Blood Work,Sci-Fi
70000000,http://www.sonypictures.com/movies/xxx/,7451,en,2002-08-09,277448382,124,xXx,Horror
3000000,,20337,en,2002-08-01,19184015,113,Martin Lawrence Live: Runteldat,Thriller
100000000,,11692,en,2002-08-15,7103973,95,The Adventures of Pluto Nash,Thriller
25000000,,9266,en,2002-08-08,51842679,104,Blue Crush,Sci-Fi
50000,,8653,ko,2000-04-22,21075,90,The Isle,Action
25000000,,30072,en,2002-10-02,10113733,102,Possession,Documentary
12000000,,9357,en,2002-08-21,52223306,96,One Hour Photo,Documentary
29000000,,12771,en,2002-08-20,16930185,100,Serving Sara,Drama
20000000,,15070,en,2002-08-23,12398628,96,Undisputed,Comedy
15000000,http://www.warnervideo.com/clashofthetitans1981/,10323,en,1981-03-15,41092328,118,Clash of the Titans,Drama
26000000,,9595,en,1991-07-31,181096164,84,Hot Shots!,Horror
8500000,,79783,en,1994-11-25,250993,95,Camilla,Documentary
14000000,,9941,en,1986-01-31,62134225,103,Down and Out in Beverly Hills,Horror
1000000,,39833,en,1956-11-15,9000000,89,Love Me Tender,Comedy
17000000,,10725,en,1981-07-24,10626725,115,Wolfen,Sci-Fi
40000000,,9544,en,2002-08-09,18902015,101,FearDotCom,Comedy
40000000,,13536,en,2002-09-06,22433915,108,City By The Sea,Sci-Fi
8500000,http://swimfan.film.ru/,20616,en,2002-09-06,34411240,84,Swimfan,Thriller
12000000,,10611,en,2002-04-01,75781642,102,Barbershop,Documentary
21000000,,4108,en,2002-10-02,43928932,92,The Transporter,Horror
9000000,,9685,en,2002-09-13,4777465,97,Igby Goes Down,Sci-Fi
24000000,,14361,en,1992-09-18,22518097,100,Captain Ron,Adventure
230000,,12262,en,1977-07-22,25000000,89,The Hills Have Eyes,Adventure
3000000,,34086,en,1990-04-27,15369573,100,Spaced Invaders,Horror
70000000,,10550,en,2002-09-20,19924033,91,Ballistic: Ecks vs. Sever,Comedy
35000000,,9093,en,2002-09-08,29882645,132,The Four Feathers,Sci-Fi
30000000,,9039,en,2002-09-20,6916869,106,Trapped,Action
4000000,,11013,en,2002-01-11,9304609,104,Secretary,Horror
15000000,http://movies.disney.com/spirited-away,129,ja,2001-07-20,274925095,125,Spirited Away,Drama
30000000,,11529,en,2002-09-26,180622424,108,Sweet Home Alabama,Sci-Fi
21000000,,31005,en,2002-09-09,10011050,117,Moonlight Mile,Comedy
78000000,,9533,en,2002-09-29,209196298,124,Red Dragon,Horror
2500000,,24348,en,1988-04-29,589244,99,Powaqqatsi,Adventure
33000000,,37606,en,1989-11-17,1132112,137,Valmont,Horror
130000,,53049,en,1992-09-18,799674,105,Claire of the Moon,Comedy
8000000,,37964,en,2002-10-05,27362712,109,Brown Sugar,Action
15000000,http://www.newline.com/properties/knockaroundguys.html,7501,en,2001-09-07,12000000,92,Knockaround Guys,Horror
15000000,,13768,en,2002-10-11,19158074,90,Tuck Everlasting,Documentary
4000000,http://www.bowlingforcolumbine.com/index.php,1430,en,2002-10-09,35564473,120,Bowling for Columbine,Action
25000000,,8051,en,2002-10-25,17000000,95,Punch-Drunk Love,Documentary
10000000,,12779,en,2002-10-11,598645,89,Swept Away,Adventure
25000000,,15992,en,2002-10-14,10719357,99,Abandon,Horror
28,,1613,en,2001-12-07,14,93,The 51st State,Comedy
48000000,,565,en,2002-10-18,249348933,115,The Ring,Comedy
7000000,,14112,en,2002-10-18,2062066,104,Auto Focus,Adventure
3000000,,21925,en,2002-09-02,13308,89,Naqoyqatsi,Thriller
3000000,,10285,en,1993-08-13,15938065,87,Jason Goes to Hell: The Final Friday,Sci-Fi
3500000,,11009,en,1977-12-16,237113184,118,Saturday Night Fever,Documentary
22000000,,10805,en,1983-07-11,64892670,93,Staying Alive,Horror
20000000,,47942,en,1980-03-28,3763988,121,When Time Ran Out...,Documentary
20000000,,15668,en,1980-08-08,22471595,96,Xanadu,Adventure
12000000,,19429,en,1981-12-18,40716963,116,Absence of Malice,Thriller
10000000,,21294,en,1981-12-11,6892098,112,The Amateur,Sci-Fi
18000000,,11644,en,1981-07-24,12000000,108,Blow Out,Sci-Fi
3000000,,24274,en,1981-05-29,216166,94,Dead & Buried,Action
3000000,,11646,en,1981-08-13,11740000,112,Gallipoli,Thriller
300000,,16124,en,1981-02-05,1400000,105,Goodbye Pork Pie,Adventure
6500000,,42149,en,1981-04-24,566736,104,The Hand,Documentary
10000000,,73247,en,1981-12-18,2154696,79,Heartbeeps,Documentary
18000000,,38665,en,1981-08-20,2945600,98,The Legend of the Lone Ranger,Documentary
8500000,,19507,en,1981-12-18,29916207,94,Neighbors,Documentary
22000000,,17450,en,1981-12-11,9171289,108,Pennies from Heaven,Comedy
2800000,,41280,en,1981-08-21,26279000,87,Private Lessons,Drama
35000000,,9645,en,2002-10-25,68349884,91,Ghost Ship,Drama
5000000,,9012,en,2002-10-21,64282312,87,Jackass: The Movie,Adventure
15000000,,31668,en,2001-10-14,23000,99,All The Queen's Men,Horror
12000000,,1360,en,2002-08-29,56298474,123,Frida,Documentary
12000000,,12208,en,1967-04-13,41744718,131,Casino Royale,Adventure
4000000,,1941,en,1960-03-27,21750000,208,Exodus,Drama
70000000,,8427,en,2002-10-31,33561137,97,I Spy,Adventure
65000000,,9021,en,2002-10-31,172855065,104,The Santa Clause 2,Documentary
16000000,,13526,en,2000-09-25,109130,113,The Weight of Water,Thriller
35000000,,9280,en,2002-11-06,16838910,114,Femme Fatale,Horror
41000000,http://movies.uip.de/8mile/,65,en,2002-11-08,215000000,110,8 Mile,Horror
13500000,,10712,en,2002-09-01,29027914,107,Far from Heaven,Adventure
100000000,,672,en,2002-11-13,876688482,161,Harry Potter and the Chamber of Secrets,Comedy
7500000,,34341,en,2002-09-20,4245870,102,Men with Brooms,Comedy
11000000,,13888,en,1991-08-02,2807854,98,Return to the Blue Lagoon,Action
1750000,,43089,en,1981-06-26,100000,101,Roadgames,Documentary
4100000,,9538,en,1981-01-14,14225876,103,Scanners,Sci-Fi
14000000,,47890,en,1981-02-11,439564,118,Sphinx,Sci-Fi
5000000,,109264,en,1981-04-04,2028612,144,This Is Elvis,Adventure
140000000,http://www.mgm.com/view/movie/232/Die-Another-Day/,36669,en,2002-11-17,431971116,133,Die Another Day,Horror
20000000,,10426,en,2002-11-22,33526835,85,Friday After Next,Comedy
30000000,,8198,en,2002-11-22,27674124,101,The Quiet American,Horror
9285469,,64,es,2002-03-14,51001550,112,Talk to Her,Comedy
40000000,,15074,en,2002-11-27,10959475,93,Extreme Ops,Sci-Fi
47000000,,2103,en,2002-11-27,30002758,99,Solaris,Adventure
140000000,,9016,en,2002-11-26,109578115,95,Treasure Planet,Documentary
4000000,,13945,en,1982-04-01,39103425,100,The Sword and the Sorcerer,Adventure
3500000,,14433,en,1964-01-22,8000000,138,Zulu,Action
60000000,,9932,en,2002-12-06,55003135,96,Analyze That,Documentary
4000000,,13369,en,2002-12-06,18591272,90,Empire,Documentary
19000000,http://www.sonypictures.com/homevideo/adaptation/index.html,2757,en,2002-12-06,32801173,114,Adaptation.,Horror
20000000,,7299,en,2002-12-06,5359645,107,Equilibrium,Sci-Fi
10000000,,17360,en,1981-06-17,27453418,116,Escape to Victory,Drama
20000000,,40952,en,1982-11-12,8178569,93,Alone in the Dark,Comedy
35000000,,16363,en,1982-07-23,69701637,114,The Best Little Whorehouse in Texas,Comedy
850000,,67772,en,1982-11-12,840000,109,"Come Back to the 5 & Dime, Jimmy Dean, Jimmy Dean",Horror
20000000,,13497,en,2002-12-13,57588485,118,Drumline,Comedy
55000000,http://www.sonypictures.com/movies/maidinmanhattan/,7303,en,2002-12-13,154906693,105,Maid in Manhattan,Drama
60000000,,201,en,2002-12-13,67312826,117,Star Trek: Nemesis,Thriller
30000000,,2755,en,2002-12-13,105834556,125,About Schmidt,Adventure
79000000,http://www.lordoftherings.net/,121,en,2002-12-18,926287400,179,The Lord of the Rings: The Two Towers,Action
15000000,,1429,en,2002-12-16,13060843,135,25th Hour,Adventure
